ID,Pronoun,Position (abs),Position (relative),Single/multi author,Conference,Topic,Year,Type,Grouped Type,Inc. for author pos?,Inc. for single/multiauthor?,Invited paper status
40,He,2,middle,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,invited paper,invited paper,TRUE,TRUE,invited
41,He,2,middle,multi,2014 Spatial Audio,Spatial Audio,2014,poster,poster,TRUE,TRUE,not invited
42,He,4,last,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,poster,poster,TRUE,TRUE,not invited
43,He,3,middle,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
44,He,5,last,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
45,He,1,first,single,2016 Audio for Games,Audio for Games,2016,keynote,keynote,FALSE,FALSE,invited
46,He,1,first,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
47,He,1,first,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
48,He,2,middle,multi,2015 Audio for Games,Audio for Games,2015,paper,paper,TRUE,TRUE,not invited
49,He,2,last,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
50,He,4,last,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
51,He,4,last,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
52,He,4,last,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
53,She,4,middle,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
54,He,2,middle,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
55,He,2,middle,multi,2015 Audio for Games,Audio for Games,2015,paper,paper,TRUE,TRUE,not invited
56,He,7,middle,multi,2012 Automotive Audio,Automotive Audio,2012,workshop,workshop,FALSE,FALSE,not invited
57,She,4,last,multi,2014 Semantic Audio,Semantic Audio,2014,demo,demo,FALSE,FALSE,not invited
58,He,1,first,multi,2012 Audio Forensics,Audio Forensics,2012,poster,poster,TRUE,TRUE,not invited
59,He,2,middle,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
60,She,3,middle,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
61,He,3,last,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,paper,paper,TRUE,TRUE,not invited
62,He,1,first,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
63,He,3,middle,multi,2016 Audio for Games,Audio for Games,2016,panel,panel,FALSE,FALSE,invited
64,He,1,first,multi,2015 Audio for Games,Audio for Games,2015,paper,paper,TRUE,TRUE,not invited
65,He,5,middle,multi,2016 Audio for Games,Audio for Games,2016,paper,paper,TRUE,TRUE,not invited
66,He,1,first,single,2015 Audio for Games,Audio for Games,2015,keynote,keynote,FALSE,FALSE,invited
67,She,1,first,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
68,She,2,middle,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
69,He,3,middle,multi,2014 Semantic Audio,Semantic Audio,2014,keynote,keynote,FALSE,FALSE,invited
70,He,1,first,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,paper,paper,TRUE,TRUE,not invited
71,He,1,first,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
72,He,3,last,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
73,He,3,last,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,paper,paper,TRUE,TRUE,not invited
74,He,1,first,multi,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,paper,paper,TRUE,TRUE,not invited
76,He,2,middle,multi,2016 Audio for Games,Audio for Games,2016,paper,paper,TRUE,TRUE,not invited
77,He,4,middle,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,invited paper,invited paper,TRUE,TRUE,invited
78,He,1,first,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
79,He,3,middle,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
80,He,4,middle,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
81,He,1,first,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
82,He,1,first,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,poster,poster,TRUE,TRUE,not invited
83,He,2,last,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
84,He,1,first,multi,2016 Sound Field Control,Sound Field Control,2016,paper,paper,TRUE,TRUE,not invited
85,He,2,middle,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
86,He,1,first,single,2014 Spatial Audio,Spatial Audio,2014,paper,paper,FALSE,TRUE,not invited
87,He,3,middle,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,invited paper,invited paper,TRUE,TRUE,invited
88,He,4,middle,multi,2012 Automotive Audio,Automotive Audio,2012,workshop,workshop,FALSE,FALSE,not invited
89,He,3,middle,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
90,He,1,first,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
91,He,2,middle,multi,2014 Semantic Audio,Semantic Audio,2014,paper,paper,TRUE,TRUE,not invited
92,He,3,middle,multi,2016 Headphone Technology,Headphone Technology,2016,poster,poster,TRUE,TRUE,not invited
93,He,2,middle,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
94,He,1,first,multi,2014 Spatial Audio,Spatial Audio,2014,workshop,workshop,FALSE,FALSE,not invited
95,He,3,middle,multi,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,paper,paper,TRUE,TRUE,not invited
96,He,1,first,single,2016 Headphone Technology,Headphone Technology,2016,keynote,keynote,FALSE,FALSE,invited
97,He,2,last,multi,2012 Audio Forensics,Audio Forensics,2012,poster,poster,TRUE,TRUE,not invited
98,He,4,middle,multi,2014 Semantic Audio,Semantic Audio,2014,keynote,keynote,FALSE,FALSE,invited
99,He,3,middle,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,paper,paper,TRUE,TRUE,not invited
100,He,1,first,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,paper,paper,TRUE,TRUE,not invited
101,He,2,last,multi,2016 Audio for Games,Audio for Games,2016,keynote,keynote,FALSE,FALSE,invited
102,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,demo,demo,FALSE,FALSE,not invited
103,He,2,middle,multi,2012 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2012,paper,paper,TRUE,TRUE,not invited
104,He,3,last,multi,2012 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2012,paper,paper,TRUE,TRUE,not invited
105,She,1,first,single,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,FALSE,TRUE,not invited
106,He,1,first,single,2016 Sound Field Control,Sound Field Control,2016,demo,demo,FALSE,FALSE,not invited
107,He,5,last,multi,2016 Sound Field Control,Sound Field Control,2016,panel,panel,FALSE,FALSE,invited
108,He,1,first,multi,2016 Sound Field Control,Sound Field Control,2016,paper,paper,TRUE,TRUE,not invited
109,He,1,first,multi,2014 Spatial Audio,Spatial Audio,2014,poster,poster,TRUE,TRUE,not invited
110,He,1,first,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,invited paper,invited paper,TRUE,TRUE,invited
111,He,2,last,multi,2014 Audio Forensics,Audio Forensics,2014,paper,paper,TRUE,TRUE,not invited
112,He,2,last,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
113,He,2,middle,multi,2014 Audio Forensics,Audio Forensics,2014,paper,paper,TRUE,TRUE,not invited
114,He,1,first,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
115,He,1,first,single,2016 Audio for VR and AR,Audio for VR and AR,2016,tutorial,workshop,FALSE,FALSE,not invited
116,He,1,first,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
117,She,2,middle,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
118,She,2,last,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
119,She,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
120,She,2,last,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
121,She,2,middle,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
122,She,1,first,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,paper,paper,TRUE,TRUE,not invited
123,She,1,first,single,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,paper,paper,FALSE,TRUE,not invited
124,He,2,middle,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
125,He,1,first,single,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,invited speaker,invited speaker,FALSE,FALSE,invited
126,He,1,first,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
127,He,4,middle,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
128,He,1,first,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
129,He,3,middle,multi,2014 Spatial Audio,Spatial Audio,2014,poster,poster,TRUE,TRUE,not invited
130,He,1,first,single,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,workshop,workshop,FALSE,FALSE,not invited
131,He,1,first,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
132,He,1,first,multi,2012 Audio Forensics,Audio Forensics,2012,poster,poster,TRUE,TRUE,not invited
133,He,3,last,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
134,He,3,last,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
135,He,1,first,single,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,tutorial,workshop,FALSE,FALSE,not invited
136,He,2,last,multi,2012 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2012,paper,paper,TRUE,TRUE,not invited
137,He,5,last,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,paper,paper,TRUE,TRUE,not invited
138,He,4,last,multi,2014 Audio Forensics,Audio Forensics,2014,tutorial,workshop,FALSE,FALSE,not invited
139,He,1,first,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
140,He,2,middle,multi,2014 Spatial Audio,Spatial Audio,2014,poster,poster,TRUE,TRUE,not invited
141,He,4,middle,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
142,He,1,first,single,2015 Audio for Games,Audio for Games,2015,paper,paper,FALSE,TRUE,not invited
143,He,1,first,single,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,keynote,keynote,FALSE,FALSE,invited
144,He,4,last,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,workshop,workshop,FALSE,FALSE,not invited
145,He,1,first,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,workshop,workshop,FALSE,FALSE,not invited
146,He,2,middle,multi,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,paper,paper,TRUE,TRUE,not invited
147,He,1,first,multi,2016 Audio for Games,Audio for Games,2016,paper,paper,TRUE,TRUE,not invited
148,He,3,last,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
149,He,2,last,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
150,He,1,first,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
151,He,4,last,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
152,She,1,first,multi,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,paper,paper,TRUE,TRUE,not invited
153,He,1,first,single,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,invited paper,invited paper,FALSE,TRUE,invited
154,He,2,middle,multi,2012 Automotive Audio,Automotive Audio,2012,workshop,workshop,FALSE,FALSE,not invited
155,He,1,first,single,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,paper,paper,FALSE,TRUE,not invited
156,He,1,first,single,2013 Loudspeakers and Headphones,Loudspeakers and Headphones,2013,demonstration,demo,FALSE,FALSE,not invited
157,He/They,1,first,single,2016 Audio for Games,Audio for Games,2016,keynote,keynote,FALSE,FALSE,invited
158,He,2,middle,multi,2014 Semantic Audio,Semantic Audio,2014,demo,demo,FALSE,FALSE,not invited
159,He,1,first,multi,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,workshop,workshop,FALSE,FALSE,not invited
160,He,1,first,single,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,tutorial,workshop,FALSE,FALSE,not invited
161,He,2,last,multi,2013 Audio Education,Audio Education,2013,paper,paper,TRUE,TRUE,not invited
162,He,2,middle,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,workshop,workshop,FALSE,FALSE,not invited
163,He,3,middle,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,workshop,workshop,FALSE,FALSE,not invited
164,He,1,first,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
165,He,1,first,single,2013 Audio Education,Audio Education,2013,paper,paper,FALSE,TRUE,not invited
166,He,2,middle,multi,2013 Audio Education,Audio Education,2013,paper,paper,TRUE,TRUE,not invited
167,He,1,first,single,2012 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2012,keynote,keynote,FALSE,FALSE,invited
168,He,1,first,single,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,tutorial,workshop,FALSE,FALSE,not invited
169,He,5,middle,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,poster,poster,TRUE,TRUE,not invited
170,He,4,last,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,workshop,workshop,FALSE,FALSE,not invited
171,He,2,last,multi,2012 Automotive Audio,Automotive Audio,2012,paper,paper,TRUE,TRUE,not invited
172,He,5,last,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,paper,paper,TRUE,TRUE,not invited
173,He,5,last,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
174,He,4,last,multi,2015 Audio for Games,Audio for Games,2015,paper,paper,TRUE,TRUE,not invited
175,He,2,middle,multi,2016 Headphone Technology,Headphone Technology,2016,paper,paper,TRUE,TRUE,not invited
176,He,2,middle,multi,2012 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2012,paper,paper,TRUE,TRUE,not invited
177,He,3,middle,multi,2014 Semantic Audio,Semantic Audio,2014,paper,paper,TRUE,TRUE,not invited
178,He,6,last,multi,2014 Semantic Audio,Semantic Audio,2014,paper,paper,TRUE,TRUE,not invited
179,He,1,first,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,workshop,workshop,FALSE,FALSE,not invited
180,He,3,last,multi,2013 Sound Field Control - Engineering and Perception,Sound Field Control,2013,invited paper,invited paper,TRUE,TRUE,invited
181,He,2,last,multi,2013 Audio Education,Audio Education,2013,paper,paper,TRUE,TRUE,not invited
182,He,1,first,single,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,keynote,keynote,FALSE,FALSE,invited
183,He,1,first,single,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,paper,paper,FALSE,TRUE,not invited
184,He,1,first,single,2013 Audio Education,Audio Education,2013,keynote,keynote,FALSE,FALSE,invited
185,He,1,first,single,2013 Audio Education,Audio Education,2013,workshop,workshop,FALSE,FALSE,not invited
186,He,1,first,multi,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,workshop,workshop,FALSE,FALSE,not invited
187,He,2,middle,multi,2014 Spatial Audio,Spatial Audio,2014,Workshop,workshop,FALSE,FALSE,not invited
188,He,1,first,multi,2014 Spatial Audio,Spatial Audio,2014,paper,paper,TRUE,TRUE,not invited
189,He,2,last,multi,2014 Spatial Audio,Spatial Audio,2014,poster,poster,TRUE,TRUE,not invited
190,Information Unavailable,2,middle,multi,2014 Semantic Audio,Semantic Audio,2014,paper,paper,TRUE,TRUE,not invited
191,She,1,first,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,paper,paper,TRUE,TRUE,not invited
192,She,2,middle,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,panel,panel,FALSE,FALSE,invited
193,She,1,first,multi,2012 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2012,paper,paper,TRUE,TRUE,not invited
194,She,1,first,multi,2012 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2012,paper,paper,TRUE,TRUE,not invited
195,He,1,first,single,2013 Audio Education,Audio Education,2013,paper,paper,FALSE,TRUE,not invited
196,He,3,middle,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
197,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
198,He,2,middle,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,workshop,workshop,FALSE,FALSE,not invited
199,He,1,first,single,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,keynote,keynote,FALSE,FALSE,invited
200,He,5,last,multi,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,panel,panel,FALSE,FALSE,invited
201,He,1,first,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,workshop,workshop,FALSE,FALSE,not invited
202,He,2,middle,multi,2012 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2012,paper,paper,TRUE,TRUE,not invited
203,He,1,first,single,2012 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2012,paper,paper,FALSE,TRUE,not invited
204,He,2,last,multi,"2016 Dereverberation and Reverberation of Audio, Music, and Speech",DREAMS,2016,paper,paper,TRUE,TRUE,not invited
205,He,1,first,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
206,He,1,first,single,2012 Audio Forensics,Audio Forensics,2012,poster,poster,FALSE,TRUE,not invited
207,He,1,first,single,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,workshop,workshop,FALSE,FALSE,not invited
208,He,3,last,multi,2015 Future of Audio Entertainment Technology: Cinema Television and the Internet,Future of Audio Entertainment Technology,2015,workshop,workshop,FALSE,FALSE,not invited
209,He,1,first,single,2016 Sound Field Control,Sound Field Control,2016,talk,invited speaker,FALSE,FALSE,invited
210,He,1,first,single,2016 Sound Field Control,Sound Field Control,2016,demo,demo,FALSE,FALSE,not invited
211,He,1,first,multi,2014 Audio Forensics,Audio Forensics,2014,paper,paper,TRUE,TRUE,not invited
212,He,2,middle,multi,2014 Audio Forensics,Audio Forensics,2014,paper,paper,TRUE,TRUE,not invited
213,He,1,first,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
214,He,4,middle,multi,2016 Sound Field Control,Sound Field Control,2016,panel,panel,FALSE,FALSE,invited
215,He,1,first,multi,2016 Sound Field Control,Sound Field Control,2016,paper,paper,TRUE,TRUE,not invited
216,He,2,middle,multi,2014 Semantic Audio,Semantic Audio,2014,demo,demo,FALSE,FALSE,not invited
217,He,3,middle,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
218,He,1,first,multi,2016 Sound Field Control,Sound Field Control,2016,paper,paper,TRUE,TRUE,not invited
219,He,2,middle,multi,2016 Audio for VR and AR,Audio for VR and AR,2016,paper,paper,TRUE,TRUE,not invited
220,He,2,middle,multi,2016 Audio for Games,Audio for Games,2016,paper,paper,TRUE,TRUE,not invited
221,He,2,last,multi,2013 Audio Education,Audio Education,2013,paper,paper,TRUE,TRUE,not invited
222,He,1,first,single,2015 Sound Reinforcement Engineering and Technology,Sound Reinforcement,2015,workshop,workshop,FALSE,FALSE,not invited
223,He,4,last,multi,2013 Audio Education,Audio Education,2013,panel,panel,FALSE,FALSE,invited
224,He,1,first,multi,2014 Semantic Audio,Semantic Audio,2014,poster,poster,TRUE,TRUE,not invited
225,He,3,last,multi,2012 Applications of Time-Frequency Processing in Audio,Applications of Time-Frequency Processing in Audio,2012,paper,paper,TRUE,TRUE,not invited
226,She,2,last,multi,2013 Audio Education,Audio Education,2013,paper,paper,TRUE,TRUE,not invited
227,He,1,first,single,2015 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2015,paper,paper,FALSE,TRUE,not invited
228,He,3,middle,multi,2012 Music Induced Hearing Disorders,Music Induced Hearing Disorders,2012,paper,paper,TRUE,TRUE,not invited
229,He,4,middle,multi,2016 Headphone Technology,Headphone Technology,2016,poster,poster,TRUE,TRUE,not invited
230,He,1,first,multi,2014 Audio Forensics,Audio Forensics,2014,paper,paper,TRUE,TRUE,not invited
231,He,1,first,single,2014 Audio Forensics,Audio Forensics,2014,tutorial,workshop,FALSE,FALSE,not invited
232,He,1,first,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
233,He,1,first,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
234,He,3,middle,multi,2012 Audio Forensics,Audio Forensics,2012,paper,paper,TRUE,TRUE,not invited
